Index,QuestionSummary,Wave,QuestionPart1,QuestionPart2,Responses,ItemCode,Subject,Scale,Subscale,ScaleItem,Domain,ScaleName,MoBaQ,TimePoint,QCode,Rater,Timing,QuestionParentheses
9810,Questions concern child behaved recently mark true item child weeks hated,Q09,The questions below concern how your child has felt or behaved recently mark how true each item has been for your child during the two last weeks,Hated him or herself,Not true;Sometimes true;True,NN74,Child,SMFQ,"",SMFQ07,Emotion,MoodandFeelingsQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Last two weeks,""
9811,Questions concern child behaved recently mark true item child weeks other kids,Q09,The questions below concern how your child has felt or behaved recently mark how true each item has been for your child during the two last weeks,Thought they could never be as good as other kids,Not true;Sometimes true;True,NN75,Child,SMFQ,"",SMFQ08,Emotion,MoodandFeelingsQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Last two weeks,""
9812,Questions concern child behaved recently mark true item child weeks lonely,Q09,The questions below concern how your child has felt or behaved recently mark how true each item has been for your child during the two last weeks,Felt lonely,Not true;Sometimes true;True,NN76,Child,SMFQ,"",SMFQ09,Emotion,MoodandFeelingsQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Last two weeks,""
9813,Questions concern child behaved recently mark true item child weeks loved,Q09,The questions below concern how your child has felt or behaved recently mark how true each item has been for your child during the two last weeks,Thought nobody really loved him or her,Not true;Sometimes true;True,NN77,Child,SMFQ,"",SMFQ10,Emotion,MoodandFeelingsQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Last two weeks,""
9814,Questions concern child behaved recently mark true item child weeks bad person,Q09,The questions below concern how your child has felt or behaved recently mark how true each item has been for your child during the two last weeks,Felt they was a bad person,Not true;Sometimes true;True,NN78,Child,SMFQ,"",SMFQ11,Emotion,MoodandFeelingsQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Last two weeks,""
9815,Questions concern child behaved recently mark true item child weeks wrong,Q09,The questions below concern how your child has felt or behaved recently mark how true each item has been for your child during the two last weeks,Felt they did everything wrong,Not true;Sometimes true;True,NN79,Child,SMFQ,"",SMFQ12,Emotion,MoodandFeelingsQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Last two weeks,""
9816,Questions concern child behaved recently mark true item child weeks found hard concentrate,Q09,The questions below concern how your child has felt or behaved recently mark how true each item has been for your child during the two last weeks,Found it hard to think or concentrate,Not true;Sometimes true;True,NN80,Child,SMFQ,"",SMFQ13,Emotion,MoodandFeelingsQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Last two weeks,""
9817,Year statements apply childs behavior past year makes effort,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Makes an all out effort,Not typical;Not very typical;Quite typical;Typical;Very typical,NN83,Child,NHPIC30,Conscientiousness,NHPIC3001,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9818,Year statements apply childs behavior past year obeys protests,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Obeys without protests,Not typical;Not very typical;Quite typical;Typical;Very typical,NN84,Child,NHPIC30,Benevolence,NHPIC3002,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9819,Year statements apply childs behavior past year takes consideration,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Takes himself or herself into consideration first,Not typical;Not very typical;Quite typical;Typical;Very typical,NN85,Child,NHPIC30,Benevolence,NHPIC3003,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9820,Year statements apply childs behavior past year forgets,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Forgets anything and everything,Not typical;Not very typical;Quite typical;Typical;Very typical,NN87,Child,NHPIC30,Conscientiousness,NHPIC3004,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9821,Year statements apply childs behavior past year prefers leave,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Prefers to leave work to others,Not typical;Not very typical;Quite typical;Typical;Very typical,NN89,Child,NHPIC30,Conscientiousness,NHPIC3005,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9822,Year statements apply childs behavior past year,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Does everything to get their own way,Not typical;Not very typical;Quite typical;Typical;Very typical,NN91,Child,NHPIC30,Benevolence,NHPIC3006,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9823,Year statements apply childs behavior past year,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Is not very thorough,Not typical;Not very typical;Quite typical;Typical;Very typical,NN93,Child,NHPIC30,Conscientiousness,NHPIC3007,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9824,Year statements apply childs behavior past year finishes tasks,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Finishes tasks to the very end,Not typical;Not very typical;Quite typical;Typical;Very typical,NN95,Child,NHPIC30,Conscientiousness,NHPIC3008,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9825,Year statements apply childs behavior past year imposes,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Imposes her or his will,Not typical;Not very typical;Quite typical;Typical;Very typical,NN96,Child,NHPIC30,Benevolence,NHPIC3009,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9826,Year statements apply childs behavior past year easily incensed,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Is easily incensed by things,Not typical;Not very typical;Quite typical;Typical;Very typical,NN101,Child,NHPIC30,Benevolence,NHPIC3010,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9827,Year statements apply childs behavior past year carries detail,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Carries out work to the last detail,Not typical;Not very typical;Quite typical;Typical;Very typical,NN106,Child,NHPIC30,Conscientiousness,NHPIC3011,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9828,Year statements apply childs behavior past year doesnt envy,Q09,Think back over the last year how well do these statements apply to your childs behavior over the past year,Doesnt envy others,Not typical;Not very typical;Quite typical;Typical;Very typical,NN108,Child,NHPIC30,Benevolence,NHPIC3012,Personality,NorwegianHierarchicalPersonalityInventoryforChildren,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9829,Mark box describes childs behaviour 12 months year bullies threatens intimidates,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Bullies threatens or intimidates others,Never-rarely;Sometimes;Often;Very often,NN111,Child,RSDBD,Conduct,RSDBD01,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9830,Mark box describes childs behaviour 12 months year initiates physical fights,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Initiates physical fights,Never-rarely;Sometimes;Often;Very often,NN112,Child,RSDBD,Conduct,RSDBD02,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9831,Mark box describes childs behaviour 12 months year physically cruel,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Has been physically cruel to others,Never-rarely;Sometimes;Often;Very often,NN113,Child,RSDBD,Conduct,RSDBD03,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9832,Mark box describes childs behaviour 12 months year harassed injured animals physically,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Has harassed or injured animals physically,Never-rarely;Sometimes;Often;Very often,NN114,Child,RSDBD,Conduct,RSDBD04,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9833,Mark box describes childs behaviour 12 months year stolen items nontrivial confronting victim e g shoplifting,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Has stolen items of nontrivial value without confronting a victim e g shoplifting,Never-rarely;Sometimes;Often;Very often,NN115,Child,RSDBD,Conduct,RSDBD05,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9834,Mark box describes childs behaviour 12 months year deliberately destroyed property,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Has deliberately destroyed others property,Never-rarely;Sometimes;Often;Very often,NN116,Child,RSDBD,Conduct,RSDBD06,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9835,Mark box describes childs behaviour 12 months year truant school,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Has been truant from school,Never-rarely;Sometimes;Often;Very often,NN117,Child,RSDBD,Conduct,RSDBD07,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9836,Mark box describes childs behaviour 12 months year object physical harm e g bat stone knife heavy toy,Q09,Mark the box that best describes your childs behaviour during the last 12 months or last year,Has used an object that can cause serious physical harm to others e g a bat stone knife heavy toy,Never-rarely;Sometimes;Often;Very often,NN118,Child,RSDBD,Conduct,RSDBD08,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last year,""
9837,Mark box describes childs behaviour past 6 months fails close attention details makes careless mistakes schoolwork,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Fails to give close attention to details or makes careless mistakes in schoolwork,Never-rarely;Sometimes;Often;Very often,NN119,Child,RSDBD,Adhd,RSDBD09,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9839,Mark box describes childs behaviour past 6 months difficulty sustaining attention tasks play activities,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Has difficulty sustaining attention in tasks or play activities,Never-rarely;Sometimes;Often;Very often,NN120,Child,RSDBD,Adhd,RSDBD10,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9841,Mark box describes childs behaviour past 6 months listen spoken directly,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Does not seem to listen when spoken to directly,Never-rarely;Sometimes;Often;Very often,NN121,Child,RSDBD,Adhd,RSDBD11,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9843,Mark box describes childs behaviour past 6 months follow instructions fails finish school chores duties due oppositional behaviour failure understand instructions,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Does not follow through on instructions and fails to finish school work chores or duties not due to oppositional behaviour or failure to understand instructions,Never-rarely;Sometimes;Often;Very often,NN122,Child,RSDBD,Adhd,RSDBD12,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9845,Mark box describes childs behaviour past 6 months difficulty organizing tasks activities,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Has difficulty organizing tasks and activities,Never-rarely;Sometimes;Often;Very often,NN123,Child,RSDBD,Adhd,RSDBD13,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9847,Mark box describes childs behaviour past 6 months avoids dislikes reluctant engage tasks require sustained mental effort schoolwork homework,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Avoids dislikes or is reluctant to engage in tasks that require sustained mental effort such as schoolwork or homework,Never-rarely;Sometimes;Often;Very often,NN124,Child,RSDBD,Adhd,RSDBD14,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9849,Mark box describes childs behaviour past 6 months loses tasks activities pencils books toys,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Loses things necessary for tasks or activities pencils books toys,Never-rarely;Sometimes;Often;Very often,NN125,Child,RSDBD,Adhd,RSDBD15,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9851,Mark box describes childs behaviour past 6 months easily distracted,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Is easily distracted,Never-rarely;Sometimes;Often;Very often,NN126,Child,RSDBD,Adhd,RSDBD16,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9853,Mark box describes childs behaviour past 6 months forgetful daily activities,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Is forgetful in daily activities,Never-rarely;Sometimes;Often;Very often,NN127,Child,RSDBD,Adhd,RSDBD17,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9855,Mark box describes childs behaviour past 6 months fidgets hands feet squirms seat sits uneasily,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Fidgets with hands or feet or squirms in seat sits uneasily,Never-rarely;Sometimes;Often;Very often,NN128,Child,RSDBD,Adhd,RSDBD18,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9857,Mark box describes childs behaviour past 6 months leaves seat classroom other situations remaining seated expected e g table gathering,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Leaves seat in classroom or in other situations in which remaining seated is expected e g at the table or in group gathering,Never-rarely;Sometimes;Often;Very often,NN129,Child,RSDBD,Adhd,RSDBD19,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9859,Mark box describes childs behaviour past 6 months runs climbs excessively situations inappropriate,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Runs about or climbs excessively in situations in which it is inappropriate,Never-rarely;Sometimes;Often;Very often,NN130,Child,RSDBD,Adhd,RSDBD20,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9861,Mark box describes childs behaviour past 6 months difficulty playing engaging leisure activities quietly,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Has difficulty playing or engaging in leisure activities quietly,Never-rarely;Sometimes;Often;Very often,NN131,Child,RSDBD,Adhd,RSDBD21,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9863,Mark box describes childs behaviour past 6 months acts driven motor,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Is on the go or acts as if driven by a motor,Never-rarely;Sometimes;Often;Very often,NN132,Child,RSDBD,Adhd,RSDBD22,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9865,Mark box describes childs behaviour past 6 months talks excessively,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Talks excessively,Never-rarely;Sometimes;Often;Very often,NN133,Child,RSDBD,Adhd,RSDBD23,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9867,Mark box describes childs behaviour past 6 months blurts answers questions completed,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Blurts out answers before questions have been completed,Never-rarely;Sometimes;Often;Very often,NN134,Child,RSDBD,Adhd,RSDBD24,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9869,Mark box describes childs behaviour past 6 months difficulty awaiting,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Has difficulty awaiting turn,Never-rarely;Sometimes;Often;Very often,NN135,Child,RSDBD,Adhd,RSDBD25,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9871,Mark box describes childs behaviour past 6 months interrupts intrudes conversation play,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Interrupts or intrudes on others such as in conversation or play,Never-rarely;Sometimes;Often;Very often,NN136,Child,RSDBD,Adhd,RSDBD26,ADHD,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9873,Mark box describes childs behaviour past 6 months loses temper tantrums,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Loses temper tantrums,Never-rarely;Sometimes;Often;Very often,NN137,Child,RSDBD,Odd,RSDBD27,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9874,Mark box describes childs behaviour past 6 months argues adults,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Argues with adults,Never-rarely;Sometimes;Often;Very often,NN138,Child,RSDBD,Odd,RSDBD28,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9875,Mark box describes childs behaviour past 6 months actively defies refuses comply adults requests rules,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Actively defies or refuses to comply with adults requests or rules,Never-rarely;Sometimes;Often;Very often,NN139,Child,RSDBD,Odd,RSDBD29,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9876,Mark box describes childs behaviour past 6 months deliberately annoys people,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Deliberately annoys people,Never-rarely;Sometimes;Often;Very often,NN140,Child,RSDBD,Odd,RSDBD30,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9877,Mark box describes childs behaviour past 6 months blames mistakes misbehaviour,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Blames others for their mistakes or misbehaviour,Never-rarely;Sometimes;Often;Very often,NN141,Child,RSDBD,Odd,RSDBD31,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9878,Mark box describes childs behaviour past 6 months touchy easily annoyed,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Is touchy or easily annoyed by others,Never-rarely;Sometimes;Often;Very often,NN142,Child,RSDBD,Odd,RSDBD32,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9879,Mark box describes childs behaviour past 6 months angry resentful,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Is angry and resentful,Never-rarely;Sometimes;Often;Very often,NN143,Child,RSDBD,Odd,RSDBD33,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9880,Mark box describes childs behaviour past 6 months spiteful vindictive,Q09,Mark the box that best describes your childs behaviour over the past 6 months,Is spiteful or vindictive,Never-rarely;Sometimes;Often;Very often,NN144,Child,RSDBD,Odd,RSDBD34,Conduct disruptive,RatingScaleforDisruptiveBehaviourDisorders,Q8yrs,Ch08Y,NN,Mother,During the last six months,""
9881,Questions child behaved recently child frightened reason,Q09,The questions below are about how your child have felt or behaved recently,My child gets really frightened for no reason at all,Not true;Sometimes true;True,NN145,Child,SCARED,"",SCARED01,Emotion,ScreenforChildAnxietyRelatedDisorders,Q8yrs,Ch08Y,NN,Mother,"",""
9882,Questions child behaved recently child afraid house,Q09,The questions below are about how your child have felt or behaved recently,My child is afraid to be alone in the house,Not true;Sometimes true;True,NN146,Child,SCARED,"",SCARED02,Emotion,ScreenforChildAnxietyRelatedDisorders,Q8yrs,Ch08Y,NN,Mother,"",""
9883,Questions child behaved recently people child worries,Q09,The questions below are about how your child have felt or behaved recently,People tell my child that he or she worries too much,Not true;Sometimes true;True,NN147,Child,SCARED,"",SCARED03,Emotion,ScreenforChildAnxietyRelatedDisorders,Q8yrs,Ch08Y,NN,Mother,"",""
9884,Questions child behaved recently child scared school,Q09,The questions below are about how your child have felt or behaved recently,My child is scared to go to school,Not true;Sometimes true;True,NN148,Child,SCARED,"",SCARED04,Emotion,ScreenforChildAnxietyRelatedDisorders,Q8yrs,Ch08Y,NN,Mother,"",""
9885,Questions child behaved recently child shy,Q09,The questions below are about how your child have felt or behaved recently,My child is shy,Not true;Sometimes true;True,NN149,Child,SCARED,"",SCARED05,Emotion,ScreenforChildAnxietyRelatedDisorders,Q8yrs,Ch08Y,NN,Mother,"",""
9886,Childs language talk short phrases sentences,Q09,Your childs use of language with others,Is he or she now able to talk using short phrases or sentences,Yes;No,NN150,Child,SCQ,"",SCQ01,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9888,Childs language fro conversation involves taking building,Q09,Your childs use of language with others,Do you have a to and fro conversation with her or him that involves taking turns or building on what you have said,Yes;No,NN151,Child,SCQ,"",SCQ02,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9890,Childs language odd phrases phrases hears other people makes,Q09,Your childs use of language with others,Do they ever use odd phrases or say the same thing over and over in almost exactly the same way either phrases that they hears other people use or ones that they makes up,Yes;No,NN152,Child,SCQ,"",SCQ03,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9892,Childs language child socially inappropriate questions statements child regularly personal questions personal comments awkward times,Q09,Your childs use of language with others,Does your child ever use socially inappropriate questions or statements for example does your child ever regularly ask personal questions or make personal comments at awkward times,Yes;No,NN153,Child,SCQ,"",SCQ04,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9894,Childs language child pronouns mixed e g,Q09,Your childs use of language with others,Does your child ever get their pronouns mixed up e g saying you or he or she for i,Yes;No,NN154,Child,SCQ,"",SCQ05,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9896,Childs language child words invented odd indirect metaphorical e g hot rain steam,Q09,Your childs use of language with others,Does your child ever use words that he or she seems to have invented or made up her or himself put things in odd indirect ways or use metaphorical ways of saying things e g saying hot rain for steam,Yes;No,NN155,Child,SCQ,"",SCQ06,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9898,Childs language child insist,Q09,Your childs use of language with others,Does your child ever say the same thing over and over in exactly the same way or insist that you say the same thing over and over again,Yes;No,NN156,Child,SCQ,"",SCQ07,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9900,Childs behaviour child rituals child insists,Q09,Your childs behaviour,Does your child ever have things that he or she seems to have to do in a very particular way or order or rituals that the child insists that you go through,Yes;No,NN157,Child,SCQ,"",SCQ08,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9902,Childs behaviour childs facial expression situation,Q09,Your childs behaviour,Does your childs facial expression usually seem appropriate to the particular situation as far as you can tell,Yes;No,NN158,Child,SCQ,"",SCQ09,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9904,Childs behaviour child hand tool body e g finger putting hand doorknob door,Q09,Your childs behaviour,Does your child ever use your hand like a tool or as if it were part of their own body e g pointing with your finger or putting your hand on a doorknob to get you to open the door,Yes;No,NN159,Child,SCQ,"",SCQ10,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9906,Childs behaviour child preoccupy odd other people e g traffic lights drainpipes timetables,Q09,Your childs behaviour,Does your child ever have any interests that preoccupy him or her and might seem odd to other people e g traffic lights drainpipes or timetables,Yes;No,NN160,Child,SCQ,"",SCQ11,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9908,Childs behaviour child toy object e g spinning wheels car object intended,Q09,Your childs behaviour,Does your child ever seem to be more interested in parts of a toy or an object e g spinning the wheels of a car rather than in using the object as it was intended,Yes;No,NN161,Child,SCQ,"",SCQ12,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9910,Childs behaviour child special unusual intensity age peer e g trains dinosaurs,Q09,Your childs behaviour,Does your child ever have any special interests that are unusual in their intensity but otherwise appropriate for their age and peer group e g trains or dinosaurs,Yes;No,NN162,Child,SCQ,"",SCQ13,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9912,Childs behaviour child unusually sight feel sound taste smell people,Q09,Your childs behaviour,Does your child ever seem to be unusually interested in the sight feel sound taste or smell of things or people,Yes;No,NN163,Child,SCQ,"",SCQ14,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9914,Childs behaviour child mannerisms odd moving hands fingers flapping moving fingers front eyes,Q09,Your childs behaviour,Does your child ever have any mannerisms or odd ways of moving their hands or fingers such as flapping or moving their fingers in front of their eyes,Yes;No,NN164,Child,SCQ,"",SCQ15,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9916,Childs behaviour child complicated movements body spinning repeatedly bouncing,Q09,Your childs behaviour,Does your child ever have any complicated movements of their whole body such as spinning or repeatedly bouncing up and down,Yes;No,NN165,Child,SCQ,"",SCQ16,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9918,Childs behaviour child injure deliberately biting arm banging head,Q09,Your childs behaviour,Does your child ever injure himself or herself deliberately such as by biting their arm or banging their head,Yes;No,NN166,Child,SCQ,"",SCQ17,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9919,Childs behaviour child objects other soft toy comfort blanket carry,Q09,Your childs behaviour,Does your child ever have any objects other than a soft toy or comfort blanket that he or she has to carry around,Yes;No,NN167,Child,SCQ,"",SCQ18,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9921,Social development child friends friend,Q09,About social development and interest in others,Does your child have any particular friends or a best friend,Yes;No,NN168,Child,SCQ,"",SCQ19,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,"",Mark one box per question whether you think it applies for your child or not
9923,Social development child talk friendly,Q09,About social development and interest in others,Does your child ever talk with you just to be friendly rather than to get something,Yes;No,NN169,Child,SCQ,"",SCQ20,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9925,Social development child spontaneously copy other people vacuuming gardening mending,Q09,About social development and interest in others,Does your child ever spontaneously copy you or other people or what you are doing such as vacuuming gardening or mending things,Yes;No,NN170,Child,SCQ,"",SCQ21,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
9927,Social development child spontaneously,Q09,About social development and interest in others,Does your child ever spontaneously point at things around him or her just to show you things not because he or she wants them,Yes;No,NN171,Child,SCQ,"",SCQ22,ASD,SocialCommunicationQuestionnaire,Q8yrs,Ch08Y,NN,Mother,Lifetime,Mark one box per question whether you think it applies for your child or not
